Name,SetId,Number
"Miraidon ex","","73"
"Miraidon ex","","81"
"Miraidon ex","","227"
"Miraidon ex","","244"
"Miraidon ex","","253"
"Miraidon ex","","79"
"Miraidon ex","","243"
"Miraidon ex","","122"
"Miraidon ex","","28"
"Miraidon ex","","143"
"Miriam","","179"
"Miriam","","238"
"Miriam","","251"
"Misdreavus","","39"
"Misdreavus","","57"
"Misdreavus","","65"
"Misdreavus","","91"
"Misdreavus","","107"
"Misdreavus","","68"
"Misdreavus","","40"
"Misdreavus","","25"
"Misdreavus","","54"
"Misdreavus","","35"
"Misdreavus","","85"
"Misdreavus","","233"
"Misdreavus","","11"
"Misdreavus","","83"
"Misdreavus","","77"
"Misdreavus","","87"
"Misdreavus","","58"
"Misdreavus","","63"
"Mismagius","","58"
"Mismagius","","28"
"Mismagius","","10"
"Mismagius","","7"
"Mismagius","","5"
"Mismagius","","19"
"Mismagius","","86"
"Mismagius","","55"
"Mismagius","","78"
"Mismagius","","40"
"Mismagius","","SM222"
"Mismagius","","SM245"
"Mismagius","","88"
"Mismagius","","212"
"Mismagius","","59"
"Mismagius","","64"
"Mismagius","","66"
"Mismagius ex","","36"
"Mismagius ex","","112"
"Mismagius GL","","10"
"Mismagius GL LV.X","","110"
"Miss Fortune Sisters","","164"
"Miss Fortune Sisters","","194"
"Miss Fortune Sisters","","209"
"Missing Clover","","129"
"Missing Clover","","168"
"Mist Energy","","161"
"Misty","","18"
"Misty","","102"
"Misty & Lorelei","","199"
"Misty's Cerulean City Gym","","61"
"Misty's Cloyster","","29"
"Misty's Determination","","62"
"Misty's Determination","","80"
"Misty's Determination","","108"
"Misty's Determination","","104"
"Misty's Dewgong","","54"
"Misty's Duel","","123"
"Misty's Favor","","202"
"Misty's Favor","","235"
"Misty's Goldeen","","30"
"Misty's Goldeen","","85"
"Misty's Golduck","","12"
"Misty's Gyarados","","13"
"Misty's Gyarados","","49"
"Misty's Horsea","","86"
"Misty's Horsea","","87"
"Misty's Lapras","","50"
"Misty's Lapras","","194"
"Misty's Magikarp","","88"
"Misty's Magikarp","","48"
"Misty's Poliwag","","87"
"Misty's Poliwag","","89"
"Misty's Poliwhirl","","53"
"Misty's Poliwrath","","31"
"Misty's Psyduck","","54"
"Misty's Psyduck","","90"
"Misty's Psyduck","","45"
"Misty's Psyduck","","193"
"Misty's Seadra","","9"
"Misty's Seaking","","55"
"Misty's Seel","","88"
"Misty's Seel","","91"
"Misty's Shellder","","89"
"Misty's Starmie","","56"
"Misty's Starmie","","47"
"Misty's Staryu","","90"
"Misty's Staryu","","92"
"Misty's Staryu","","46"
"Misty's Tears","","118"
"Misty's Tentacool","","32"
"Misty's Tentacool","","57"
"Misty's Tentacruel","","10"
"Misty's Water Command","","63"
"Misty's Wish","","108"
"Misty's Wrath","","114"
"Mixed Herbs","","184"
"Molayne","","181"
"Molayne","","212"
"Moltres","","12"
"Moltres","","27"
"Moltres","","30"
"Moltres","","21"
"Moltres","","22"
"Moltres","","14"
"Moltres","","10"
"Moltres","","H20"
"Moltres","","36"
"Moltres","","149"
"Moltres","","38"
"Moltres","","19"
"Moltres","","SM143"
"Moltres","","146"
"Moltres","","SWSH185"
"Moltres","","9"
"Moltres","","XY127"
"Moltres & Zapdos & Articuno-GX","","44"
"Moltres & Zapdos & Articuno-GX","","66"
"Moltres & Zapdos & Articuno-GX","","69"
"Moltres & Zapdos & Articuno-GX","","SM210"
"Moltres ex","","115"
"Moltres ex","","31"
"Moltres-EX","","14"
"Mom's Kindness","","83"
"Monferno","","16"
"Monferno","","56"
"Monferno","","41"
"Monferno","","22"
"Monferno","","32"
"Monferno","","25"
"Monferno","","19"
"Moo-Moo Milk","","155"
"Moo-Moo Milk","","101"
"Moomoo Cheese","","156"
"Moomoo Milk","","94"
"Moomoo Milk","","185"
"Moon & Sun Badge","","151"
"Moonlight Stadium","","100"
"Moonlit Hill","","81"
"Morelull","","3"
"Morelull","","16"
"Morelull","","97"
"Morelull","","92"
"Morelull","","147"
"Morelull","","8"
"Morelull","","79"
"Morgan","","149"
"Morgan","","178"
"Morgrem","","95"
"Morgrem","","72"
"Morgrem","","124"
"Morgrem","","SV084"
"Morgrem","","177"
"Morgrem","","93"
"Morpeko","","121"
"Morpeko","","206"
"Morpeko","","72"
"Morpeko","","78"
"Morpeko","","116"
"Morpeko","","73"
"Morpeko","","35"
"Morpeko","","36"
"Morpeko","","SV044"
"Morpeko","","98"
"Morpeko","","109"
"Morpeko","","179"
"Morpeko","","SWSH012"
"Morpeko","","SWSH031"
"Morpeko","","SWSH116"
"Morpeko V","","79"
"Morpeko V","","190"
"Morpeko V","","37"
"Morpeko V","","95"
"Morpeko V","","SWSH056"
"Morpeko V-UNION","","SWSH215"
"Morpeko V-UNION","","SWSH216"
"Morpeko V-UNION","","SWSH217"
"Morpeko V-UNION","","SWSH218"
"Morpeko V-UNION","","SWSH287"
"Morpeko V-UNION","","SWSH288"
"Morpeko V-UNION","","SWSH289"
"Morpeko V-UNION","","SWSH290"
"Morpeko VMAX","","80"
"Morpeko VMAX","","204"
"Morpeko VMAX","","38"
"Morty","","186"
"Morty","","212"
"Morty's Conviction","","155"
"Morty's Conviction","","201"
"Morty's Conviction","","211"
"Mothim","","33"
"Mothim","","42"
"Mothim","","6"
"Mothim","","5"
"Mothim","","11"
"Mothim","","4"
"Mount Lanakila","","118"
"Mountain Ring","","97"
"Mow Rotom","","RT4"
"Mow Rotom","","14"
"Mow Rotom","","9"
"Mow Rotom","","8"
"Mr. Briney's Compassion","","87"
"Mr. Briney's Compassion","","8"
"Mr. Fuji","","58"
"Mr. Mime","","6"
"Mr. Mime","","22"
"Mr. Mime","","27"
"Mr. Mime","","47"
"Mr. Mime","","29"
"Mr. Mime","","11"
"Mr. Mime","","30"
"Mr. Mime","","95"
"Mr. Mime","","52"
"Mr. Mime","","37"
"Mr. Mime","","43"
"Mr. Mime","","66"
"Mr. Mime","","122"
"Mr. Mime","","179"
"Mr. Mime","","63"
"Mr. Mime","","58"
"Mr. Mime","","67"
"Mr. Mime","","91"
"Mr. Mime","","101"
"Mr. Mime","","97"
"Mr. Mime E4","","28"
"Mr. Mime ex","","110"
"Mr. Mime ex","","111"
"Mr. Mime-GX","","56"
"Mr. Mime-GX","","156"
"Mr. Mime-GX","","173"
"Mr. Mime-GX","","67"
"Mr. Stone's Project","","88"
"Mr. Stone's Project","","77"
"Mr. Stone's Project","","79"
"Mt. Coronet","","130"
"Mt. Coronet","","SV89"
"Mt. Moon","","94"
"Mudbray","","75"
"Mudbray","","77"
"Mudbray","","107"
"Mudbray","","91"
"Mudbray","","105"
"Mudbray","","96"
"Mudkip","","80"
"Mudkip","","59"
"Mudkip","","60"
"Mudkip","","57"
"Mudkip","","58"
"Mudkip","","65"
"Mudkip","","56"
"Mudkip","","5"
"Mudkip","","19"
"Mudkip","","10"
"Mudkip","","18"
"Mudkip","","116"
"Mudkip","","11"
"Mudkip","","32"
"Mudkip","","33"
"Mudkip","","62"
"Mudkip","","XY38"
"Mudkip ★","","107"
"Mudsdale","","76"
"Mudsdale","","78"
"Mudsdale","","SM20"
"Mudsdale","","108"
"Mudsdale","","92"
"Mudsdale","","175"
"Mudsdale","","106"
"Mudsdale","","97"
"Muk","","13"
"Muk","","28"
"Muk","","16"
"Muk","","53"
"Muk","","46"
"Muk","","56"
"Muk","","23"
"Muk","","H17"
"Muk","","11"
"Muk","","31"
"Muk","","57"
"Muk","","63"
"Muk","","127"
"Muk","","89"
"Muk","","101"
"Muk","","85"
"Muk & Alolan Muk-GX","","61"
"Muk & Alolan Muk-GX","","196"
"Muk & Alolan Muk-GX","","197"
"Muk & Alolan Muk-GX","","220"
"Muk ex","","96"
"Multi Energy","","118"
"Multi Energy","","96"
"Multi Energy","","89"
"Multi Energy","","93"
"Multi Energy","","103"
"Multi Switch","","129"
"Multi Switch","","164"
"Multi Technical Machine 01","","144"
"Multi Technical Machine 01","","9"
"Munchlax","","33"
"Munchlax","","68"
"Munchlax","","69"
"Munchlax","","70"
"Munchlax","","173"
"Munkidori","","99"
"Munkidori","","95"
"Munkidori","","72"
"Munkidori","","44"
"Munkidori ex","","37"
"Munkidori ex","","83"
"Munkidori ex","","91"
"Munna","","48"
"Munna","","39"
"Munna","","58"
"Munna","","68"
"Munna","","7"
"Munna","","88"
"Munna","","87"
"Munna","","121"
"Munna","","35"
"Munna","","116"
"Murkrow","","72"
"Murkrow","","90"
"Murkrow","","95"
"Murkrow","","79"
"Murkrow","","30"
"Murkrow","","47"
"Murkrow","","58"
"Murkrow","","59"
"Murkrow","","57"
"Murkrow","","24"
"Murkrow","","46"
"Murkrow","","8"
"Murkrow","","108"
"Murkrow","","128"
"Murkrow","","129"
"Murkrow","","78"
"Murkrow","","71"
"Murkrow","","131"
"Murkrow","","181"
"Murkrow","","21"
"Murkrow","","114"
"Murkrow","","106"
"Murkrow","","93"
"Murkrow","","51"
"Muscle Band","","121"
"Musharna","","49"
"Musharna","","40"
"Musharna","","59"
"Musharna","","69"
"Musharna","","89"
"Musharna","","88"
"Musharna","","122"
"Musharna","","36"
"Musharna","","117"
"Mysterious Fossil","","62"
"Mysterious Fossil","","109"
"Mysterious Fossil","","79"
"Mysterious Fossil","","92"
"Mysterious Fossil","","85"
"Mysterious Fossil","","91"
"Mysterious Shard","","81"
"Mysterious Treasure","","113"
"Mysterious Treasure","","113a"
"Mysterious Treasure","","145"
"Mystery Energy","","112"
"Mystery Garden","","122"
"Mystery Garden","","172"
"Mystery Garden","","194"
"Mystery Plate α","","133"
"Mystery Plate β","","134"
"Mystery Plate γ","","135"
"Mystery Plate δ","","136"
"Mystery Zone","","137"
"N","","92"
"N","","101"
"N","","96"
"N","","BW100"
"N","","105"
"N","","105a"
"N's Castle","","152"
"N's Darmanitan","","33"
"N's Darmanitan","","27"
"N's Darumaka","","32"
"N's Darumaka","","26"
"N's Joltik","","49"
"N's Klang","","104"
"N's Klink","","103"
"N's Klinklang","","105"
"N's Plan","","83"
"N's Plan","","163"
"N's Plan","","170"
"N's PP Up","","195"
"N's PP Up","","262"
"N's PP Up","","153"
"N's Purrloin","","96"
"N's Reshiram","","154"
"N's Reshiram","","116"
"N's Reshiram","","167"
"N's Resolve","","200"
"N's Resolve","","232"
"N's Sigilyph","","64"
"N's Vanillish","","50"
"N's Vanillite","","49"
"N's Vanilluxe","","51"
"N's Zekrom","","155"
"N's Zoroark ex","","137"
"N's Zoroark ex","","286"
"N's Zoroark ex","","98"
"N's Zoroark ex","","175"
"N's Zoroark ex","","185"
"N's Zoroark ex","","189"
"N's Zorua","","136"
"N's Zorua","","97"
"Nacli","","82"
"Nacli","","120"
"Nacli","","121"
"Nacli","","220"
"Nacli","","101"
"Nacli","","102"
"Nacli","","176"
"Naclstack","","83"
"Naclstack","","122"
"Naclstack","","103"
"Naclstack","","177"
"Naganadel","","108"
"Naganadel & Guzzlord-GX","","158"
"Naganadel & Guzzlord-GX","","223"
"Naganadel & Guzzlord-GX","","224"
"Naganadel & Guzzlord-GX","","260"
"Naganadel-GX","","160"
"Naganadel-GX","","230"
"Naganadel-GX","","249"
"Naganadel-GX","","56"
"Naganadel-GX","","121"
"Naganadel-GX","","134"
"Naganadel-GX","","SV63"
"Naganadel-GX","","SM125"
"Nanu","","150"
"Nanu","","179"
"Narrow Gym","","124"
"Natu","","55"
"Natu","","96"
"Natu","","80"
"Natu","","63"
"Natu","","69"
"Natu","","66"
"Natu","","67"
"Natu","","59"
"Natu","","32"
"Natu","","78"
"Natu","","87"
"Natu","","71"
"Natu","","25"
"Natu","","151"
"Natu","","76"
"Natu","","27"
"Natu","","28"
"Natu δ","","55"
"Necrozma","","101"
"Necrozma","","SM204"
"Necrozma V","","63"
"Necrozma V","","149"
"Necrozma-GX","","63"
"Necrozma-GX","","134"
"Necrozma-GX","","153"
"Necrozma-GX","","SM58"
"Nemona","","180"
"Nemona","","82"
"Nemona","","229"
"Nemona","","238"
"Nemona's Backpack","","83"
"Neo Upper Energy","","162"
"Nessa","","TG27"
"Nessa","","136"
"Nessa","","157"
"Nessa","","183"
"Nessa","","196"
"Nest Ball","","123"
"Nest Ball","","158"
"Nest Ball","","181"
"Nest Ball","","255"
"Nest Ball","","84"
"Net Ball","","187"
"Net Ball","","187a"
"Net Ball","","234"
"Neutralization Zone","","60"
"New Pokédex","","95"
"Nickit","","89"
"Nickit","","119"
"Nickit","","125"
"Nickit","","103"
"Nickit","","112"
"Nickit","","46"
"Nickit","","47"
"Nickit","","SV081"
"Nickit","","104"
"Nidoking","","11"
"Nidoking","","31"
"Nidoking","","58"
"Nidoking","","34"
"Nidoking","","24"
"Nidoking","","150"
"Nidoking","","H18"
"Nidoking","","8"
"Nidoking","","6"
"Nidoking","","29"
"Nidoking","","59"
"Nidoking","","174"
"Nidoking","","45"
"Nidoking BREAK","","46"
"Nidoking δ","","6"
"Nidoqueen","","7"
"Nidoqueen","","23"
"Nidoqueen","","12"
"Nidoqueen","","32"
"Nidoqueen","","42"
"Nidoqueen","","31"
"Nidoqueen","","22"
"Nidoqueen","","H21"
"Nidoqueen","","9"
"Nidoqueen","","28"
"Nidoqueen","","30"
"Nidoqueen","","56"
"Nidoqueen","","SM160"
"Nidoqueen","","68"
"Nidoqueen","","69"
"Nidoqueen δ","","7"
"Nidoran ♀","","57"
"Nidoran ♀","","82"
"Nidoran ♀","","40"
"Nidoran ♀","","91"
"Nidoran ♀","","81"
"Nidoran ♀","","70"
"Nidoran ♀","","69"
"Nidoran ♀","","71"
"Nidoran ♀","","54"
"Nidoran ♀","","29"
"Nidoran ♀","","66"
"Nidoran ♀ δ","","56"
"Nidoran ♂","","55"
"Nidoran ♂","","83"
"Nidoran ♂","","43"
"Nidoran ♂","","97"
"Nidoran ♂","","96"
"Nidoran ♂","","71"
"Nidoran ♂","","70"
"Nidoran ♂","","72"
"Nidoran ♂","","57"
"Nidoran ♂","","32"
"Nidoran ♂ δ","","57"
"Nidorina","","40"
"Nidorina","","53"
"Nidorina","","55"
"Nidorina","","41"
"Nidorina","","56"
"Nidorina","","83"
"Nidorina","","45"
"Nidorina","","73"
"Nidorina","","30"
"Nidorina","","67"
"Nidorina δ","","34"
"Nidorino","","37"
"Nidorino","","54"
"Nidorino","","56"
"Nidorino","","44"
"Nidorino","","57"
"Nidorino","","55"
"Nidorino","","41"
"Nidorino","","46"
"Nidorino","","74"
"Nidorino","","58"
"Nidorino","","33"
"Nidorino δ","","35"
"Night Maintenance","","113"
"Night Maintenance","","120"
"Night Maintenance","","9"
"Night Pokémon Center","","108"
"Night Stretcher","","173"
"Night Stretcher","","196"
"Night Stretcher","","61"
"Night Stretcher","","251"
"Night Teleporter","","138"
"Nightly Garbage Run","","77"
"Nighttime Mine","","197"
"Nihilego","","106"
"Nihilego-GX","","49"
"Nihilego-GX","","103"
"Nihilego-GX","","114"
"Nihilego-GX","","SV62"
"Nincada","","10"
"Nincada","","108"
"Nincada","","66"
"Nincada","","67"
"Nincada","","68"
"Nincada","","16"
"Nincada","","117"
"Nincada","","29"
"Nincada","","13"
"Nincada","","9"
"Ninetales","","12"
"Ninetales","","13"
"Ninetales","","17"
"Ninetales","","21"
"Ninetales","","19"
"Ninetales","","BW66"
"Ninetales","","32"
"Ninetales","","57"
"Ninetales","","25"
"Ninetales","","H19"
"Ninetales","","22"
"Ninetales","","38"
"Ninetales","","7"
"Ninetales","","20"
"Ninetales","","36"
"Ninetales","","3"
"Ninetales","","16"
"Ninetales","","29"
"Ninetales","","199"
"Ninetales","","27"
"Ninetales","","23"
"Ninetales","","18"
"Ninetales","","30"
"Ninetales","","31"
"Ninetales","","15"
"Ninetales BREAK","","16"
"Ninetales ex","","96"
"Ninetales ex","","38"
"Ninetales ex","","186"
"Ninetales V","","26"
"Ninetales V","","177"
"Ninetales δ","","8"
"Ninetales-EX","","13"
"Ninja Boy","","103"
"Ninjask","","11"
"Ninjask","","67"
"Ninjask","","18"
"Ninjask","","38"
"Ninjask","","13"
"Ninjask","","17"
"Ninjask","","137"
"Ninjask","","73"
"Ninjask","","30"
"Ninjask","","14"
"Ninjask","","10"
"Nita","","151"
"Nita","","180"
"No Removal Gym","","103"
"Noctowl","","92"
"Noctowl","","34"
"Noctowl","","40"
"Noctowl","","43"
"Noctowl","","8"
"Noctowl","","HGSS06"
"Noctowl","","42"
"Noctowl","","166"
"Noctowl","","107"
"Noctowl","","127"
"Noctowl","","115"
"Noctowl","","78"
"Noctowl","","141"
"Noctowl","","144"
"Noctowl","","121"
"Noctowl","","SWSH027"
"Noctowl","","120"
"Noctowl BREAK","","XY136"
"Noibat","","156"
"Noibat","","158"
"Noibat","","109"
"Noibat","","100"
"Noibat","","SV43"
"Noibat","","152"
"Noibat","","68"
"Noibat","","194"
"Noibat","","90"
"Noibat","","127"
"Noibat","","169"
"Noibat","","132"
"Noibat","","87"
"Noibat","","131"
"Noivern","","157"
"Noivern","","159"
"Noivern","","101"
"Noivern","","128"
"Noivern","","133"
"Noivern","","77"
"Noivern","","112"
"Noivern BREAK","","113"
"Noivern ex","","153"
"Noivern ex","","246"
"Noivern ex","","69"
"Noivern ex","","220"
"Noivern ex","","91"
"Noivern V","","117"
"Noivern V","","195"
"Noivern V","","196"
"Noivern V","","SWSH148"
"Noivern-GX","","99"
"Noivern-GX","","141"
"Noivern-GX","","160"
"Noivern-GX","","SV78"
"Normalium Z: Tackle","","203"
"Norman","","168"
"Norman","","237"
"Nosepass","","62"
"Nosepass","","109"
"Nosepass","","18"
"Nosepass","","25"
"Nosepass","","42"
"Nosepass","","17"
"Nosepass","","84"
"Nosepass","","69"
"Nosepass","","106"
"Nosepass","","97"
"Nosepass","","107"
"Nosepass","","101"
"Nosepass","","96"
"Nosepass","","73"
"Nosepass","","54"
"Nosepass","","78"
"Nugget","","162"
"Numel","","21"
"Numel","","110"
"Numel","","61"
"Numel","","72"
"Numel","","59"
"Numel","","69"
"Numel","","70"
"Numel","","68"
"Numel","","57"
"Numel","","58"
"Numel","","35"
"Numel","","27"
"Numel","","223"
"Numel","","13"
"Numel","","74"
"Numel","","23"
"Numel","","31"
"Numel","","11"
"Numel","","5"
"Numel","","12"
"Nuzleaf","","71"
"Nuzleaf","","57"
"Nuzleaf","","41"
"Nuzleaf","","39"
"Nuzleaf","","36"
"Nuzleaf","","48"
"Nuzleaf","","49"
"Nuzleaf","","45"
"Nuzleaf","","43"
"Nuzleaf","","14"
"Nuzleaf","","75"
"Nuzleaf","","13"
"Nuzleaf","","4"
"Nuzleaf","","12"
"Nuzleaf","","11"
"Nuzleaf","","96"
"Nuzleaf","","10"
"Nuzleaf","","6"
"Nuzleaf","","72"
"Nymble","","9"
"Nymble","","96"
"Nymble","","19"
"Nymble","","20"
"Nymble","","13"
"Nymble","","14"
"Nymble","","15"
"Occa Berry","","140"
"Octillery","","19"
"Octillery","","57"
"Octillery","","26"
"Octillery","","H20"
"Octillery","","10"
"Octillery","","6"
"Octillery","","34"
"Octillery","","58"
"Octillery","","23"
"Octillery","","37"
"Octillery","","178"
"Octillery","","TG03"
"Octillery","","SWSH089"
"Octillery","","33"
"Oddish","","58"
"Oddish","","63"
"Oddish","","1"
"Oddish","","111"
"Oddish","","112"
"Oddish","","122"
"Oddish","","97"
"Oddish","","64"
"Oddish","","68"
"Oddish","","60"
"Oddish","","5"
"Oddish","","6"
"Oddish","","2"
"Oddish","","4"
"Oddish","","43"
"Oddish","","92"
"Oddish","","102"
"Oddish δ","","73"
"Ogre's Mask","","159"
"Ogre's Mask","","118"
"Oinkologne","","157"
"Oinkologne","","183"
"Oinkologne","","184"
"Oinkologne","","72"
"Oinkologne","","208"
"Oinkologne","","140"
"Oinkologne ex","","158"
"Oinkologne ex","","234"
"Okidogi","","122"
"Okidogi","","111"
"Okidogi","","74"
"Okidogi","","57"
"Okidogi ex","","36"
"Okidogi ex","","82"
"Okidogi ex","","90"
"Old Amber","","84"
"Old Amber","","89"
"Old Amber Aerodactyl","","97"
"Old Amber Aerodactyl","","106"
"Old Cemetery","","147"
"Old PC","","164"
"Old Rod","","78"
"Old Rod","","64"
"Oleana","","163"
"Oleana","","191"
"Oleana","","202"
"Olivia","","119"
"Olivia","","111"
"Olympia","","66"
"Omanyte","","52"
"Omanyte","","57"
"Omanyte","","69"
"Omanyte","","41"
"Omanyte","","60"
"Omanyte","","56"
"Omanyte","","70"
"Omanyte","","75"
"Omanyte","","138"
"Omanyte","","180"
"Omanyte","","17"
"Omanyte δ","","74"
"Omastar","","40"
"Omastar","","58"
"Omastar","","26"
"Omastar","","23"
"Omastar","","20"
"Omastar","","19"
"Omastar","","43"
"Omastar","","76"
"Omastar","","139"
"Omastar","","18"
"Omastar BREAK","","19"
"Omastar V","","35"
"Omastar V","","174"
"Omastar δ","","13"
"Onix","","56"
"Onix","","84"
"Onix","","61"
"Onix","","92"
"Onix","","69"
"Onix","","98"
"Onix","","65"
"Onix","","71"
"Onix","","42"
"Onix","","57"
"Onix","","9"
"Onix","","70"
"Onix","","36"
"Onix","","3"
"Onix","","103"
"Onix","","105"
"Onix","","109"
"Onix","","95"
"Onix","","90"
"Onix","","68"
"Onix","","138"
"Onix-GX","","36"
"Opal","","TG28"
"Opal","","158"
"Opal","","184"
"Opal","","197"
"Oracle","","138"
"Oran Berry","","85"
"Oran Berry","","80"
"Oranguru","","113"
"Oranguru","","182"
"Oranguru","","48"
"Oranguru","","114"
"Oranguru","","SV44"
"Oranguru","","SM13"
"Oranguru","","94"
"Oranguru","","156"
"Oranguru","","148"
"Oranguru","","119"
"Oranguru","","199"
"Oranguru","","SV098"
"Oranguru","","TG12"
"Oranguru V","","133"
"Oranguru V","","179"
"Orbeetle","","12"
"Orbeetle","","19"
"Orbeetle","","20"
"Orbeetle","","SV009"
"Orbeetle","","65"
"Orbeetle V","","TG12"
"Orbeetle V","","20"
"Orbeetle V","","166"
"Orbeetle V","","SWSH078"
"Orbeetle VMAX","","TG13"
"Orbeetle VMAX","","21"
"Orbeetle VMAX","","186"
"Order Pad","","131"
"Ordinary Rod","","171"
"Ordinary Rod","","215"
"Oricorio","","14"
"Oricorio","","46"
"Oricorio","","55"
"Oricorio","","56"
"Oricorio","","30"
"Oricorio","","SM19"
"Oricorio","","33"
"Oricorio","","67"
"Oricorio","","113"
"Oricorio","","26"
"Oricorio","","89"
"Oricorio","","65"
"Oricorio","","GG04"
"Oricorio","","42"
"Oricorio","","SWSH168"
"Oricorio","","SWSH210"
"Oricorio ex","","18"
"Oricorio ex","","110"
"Oricorio-GX","","95"
"Oricorio-GX","","217"
"Oricorio-GX","","255"
"Origin Forme Dialga V","","113"
"Origin Forme Dialga V","","177"
"Origin Forme Dialga V","","SWSH255"
"Origin Forme Dialga VSTAR","","114"
"Origin Forme Dialga VSTAR","","198"
"Origin Forme Dialga VSTAR","","210"
"Origin Forme Dialga VSTAR","","GG68"
"Origin Forme Dialga VSTAR","","SWSH256"
"Origin Forme Palkia V","","39"
"Origin Forme Palkia V","","167"
"Origin Forme Palkia V","","SWSH253"
"Origin Forme Palkia VSTAR","","40"
"Origin Forme Palkia VSTAR","","192"
"Origin Forme Palkia VSTAR","","208"
"Origin Forme Palkia VSTAR","","GG67"
"Origin Forme Palkia VSTAR","","SWSH254"
"Ortega","","190"
"Ortega","","219"
"Ortega","","141"
"Orthworm","","151"
"Orthworm","","224"
"Orthworm","","138"
"Orthworm ex","","110"
"Orthworm ex","","162"
"Oshawott","","27"
"Oshawott","","28"
"Oshawott","","37"
"Oshawott","","39"
"Oshawott","","BW03"
"Oshawott","","BW08"
"Oshawott","","4"
"Oshawott","","21"
"Oshawott","","105"
"Oshawott","","41"
"Oshawott","","33"
"Oshawott","","SWSH222"
"Oshawott","","30"
"Pachirisu","","37"
